Rooms,Price,Distance,Postcode,Bedroom2,Bathroom,Landsize,Lattitude,Longtitude,Propertycount
2,612500,4.6,3122,2,1,859,-37.8183,145.0423,11308
3,2410000,4.6,3122,3,2,249,-37.8169,145.021,11308
2,690000,4.6,3122,2,1,82,-37.818,145.0268,11308
2,695000,4.6,3122,2,1,3194,-37.8305,145.0341,11308
2,715000,4.6,3122,2,1,0,-37.8142,145.0308,11308
3,2375000,4.6,3122,3,2,472,-37.8171,145.0252,11308
3,1980000,4.6,3122,3,2,151,-37.8219,145.0241,11308
2,1055000,4.6,3122,2,2,191,-37.813,145.0167,11308
4,1976000,4.6,3122,4,2,410,-37.8246,145.026,11308
1,382000,4.6,3122,1,1,0,-37.8339,145.0335,11308
1,499000,4.6,3122,1,1,0,-37.8158,145.0342,11308
2,495000,4.6,3122,2,1,0,-37.8157,145.0273,11308
5,3750000,4.6,3122,5,3,827,-37.8144,145.0279,11308
3,1400000,4.6,3122,3,2,164,-37.8159,145.0219,11308
1,370000,4.6,3122,1,1,0,-37.8222,145.0329,11308
2,627500,4.6,3122,2,2,0,-37.8213,145.0224,11308
2,710000,4.6,3122,2,2,0,-37.8264,145.027,11308
1,485000,4.6,3122,2,1,0,-37.8264,145.027,11308
1,310000,4.6,3122,1,1,0,-37.8216,145.0343,11308
3,3120000,4.6,3122,2,1,677,-37.8224,145.0243,11308
2,450000,4.6,3122,2,1,0,-37.8186,145.0423,11308
3,2160000,4.6,3122,3,2,387,-37.82,145.0421,11308
2,815000,10.5,3081,2,1,589,-37.7501,145.0505,2947
3,720000,10.5,3081,3,1,505,-37.7375,145.0555,2947
4,1370000,10.5,3081,4,2,481,-37.746,145.0511,2947
2,757000,10.5,3081,2,2,275,-37.7494,145.0538,2947
3,740600,10.5,3081,3,2,337,-37.7375,145.0586,2947
3,580000,10.5,3081,2,1,577,-37.7428,145.0532,2947
2,565000,10.5,3081,2,2,201,-37.7426,145.0556,2947
5,1587500,10.5,3081,4,5,599,-37.7521,145.0505,2947
4,758500,10.5,3081,2,2,510,-37.7427,145.0547,2947
3,994000,10.5,3081,3,2,807,-37.7453,145.0559,2947
3,725000,10.5,3081,3,2,665,-37.7505,145.0477,2947
2,725000,10.5,3081,2,1,577,-37.7368,145.0524,2947
3,743000,10.5,3081,3,1,673,-37.7428,145.0494,2947
3,785000,10.5,3081,3,1,592,-37.7477,145.0481,2947
3,620000,10.5,3081,3,2,215,-37.7424,145.0519,2947
2,700000,10.5,3081,3,2,608,-37.7376,145.0488,2947
3,706750,10.5,3081,3,2,250,-37.7449,145.0523,2947
2,584000,10.5,3081,2,1,428,-37.7418,145.0513,2947
3,909000,10.5,3081,3,2,585,-37.7358,145.0546,2947
4,1086000,10.5,3081,4,2,724,-37.7404,145.0582,2947
2,680000,10.5,3081,2,1,605,-37.7365,145.0545,2947
2,440000,10.5,3081,2,1,281,-37.7429,145.0519,2947
2,650000,10.5,3081,2,1,620,-37.7377,145.0541,2947
5,890000,10.5,3081,5,2,596,-37.7487,145.0522,2947
3,650000,10.5,3081,3,1,582,-37.7422,145.05,2947
3,659500,10.5,3081,3,1,608,-37.7361,145.0551,2947
3,725000,10.5,3081,3,1,580,-37.738,145.0563,2947
2,605000,10.5,3081,2,1,166,-37.7416,145.0567,2947
8,770000,10.5,3081,8,4,638,-37.7426,145.048,2947
3,950000,10.5,3081,3,1,800,-37.7406,145.0483,2947
4,856000,10.5,3081,4,1,722,-37.7477,145.0565,2947
3,600000,10.5,3081,3,2,251,-37.7358,145.0559,2947
2,450000,10.5,3081,2,1,0,-37.7359,145.0563,2947
2,1060000,10.5,3081,2,1,837,-37.7389,145.053,2947
3,850000,10.5,3081,3,1,590,-37.7483,145.0479,2947
2,510000,10.5,3081,2,1,244,-37.7421,145.0491,2947
3,1100000,10.5,3081,3,1,613,-37.7532,145.0554,2947
3,915000,10.5,3081,3,1,748,-37.7416,145.0481,2947
2,400000,10.5,3081,2,1,127,-37.747,145.0575,2947
2,526000,10.5,3081,2,1,310,-37.7389,145.0486,2947
2,570000,10.5,3081,2,1,428,-37.7355,145.0573,2947
3,550000,10.5,3081,3,1,420,-37.7363,145.0506,2947
2,510000,10.5,3081,2,1,174,-37.7433,145.0545,2947
2,590000,10.5,3081,2,1,586,-37.7435,145.0486,2947
2,920000,10.5,3081,2,1,932,-37.7333,145.0588,2947
2,460000,10.5,3081,2,1,508,-37.7428,145.0557,2947
3,662500,10.5,3081,3,1,552,-37.7379,145.0514,2947
4,1000500,10.5,3081,4,2,592,-37.7478,145.0477,2947
3,631000,10.5,3081,3,1,596,-37.7432,145.0479,2947
5,765000,9.4,3081,3,2,415,-37.7354,145.0381,2674
3,691000,9.4,3081,2,1,624,-37.7456,145.0397,2674
3,560000,9.4,3081,3,1,523,-37.7369,145.0376,2674
2,735000,9.4,3081,2,1,602,-37.7455,145.0452,2674
3,830000,9.4,3081,3,2,643,-37.737,145.0364,2674
3,330000,9.4,3081,3,1,468,-37.7357,145.0413,2674
1,405000,9.4,3081,1,1,374,-37.7359,145.038,2674
2,370000,9.4,3081,2,1,100,-37.7383,145.036,2674
3,532000,9.4,3081,3,1,390,-37.7369,145.0422,2674
3,740000,9.4,3081,3,2,627,-37.747,145.0402,2674
2,686000,9.4,3081,2,1,650,-37.7446,145.0404,2674
2,501500,9.4,3081,2,1,538,-37.7405,145.0365,2674
3,525500,9.4,3081,3,1,605,-37.7344,145.0404,2674
3,525000,9.4,3081,3,1,192,-37.7409,145.0398,2674
3,710000,9.4,3081,3,1,594,-37.7385,145.0409,2674
3,808000,9.4,3081,3,1,649,-37.7386,145.0441,2674
3,652000,9.4,3081,3,1,589,-37.7356,145.0448,2674
2,515500,9.4,3081,2,1,331,-37.7441,145.0379,2674
3,800000,9.4,3081,3,1,633,-37.746,145.0422,2674
2,450000,9.4,3081,2,1,418,-37.7392,145.0425,2674
3,605000,9.4,3081,1,2,0,-37.7391,145.0427,2674
2,620000,9.4,3081,2,1,668,-37.7389,145.0393,2674
2,497500,9.4,3081,2,1,708,-37.7443,145.0454,2674
2,360000,9.4,3081,2,1,89,-37.7444,145.047,2674
2,440500,9.4,3081,2,1,368,-37.7341,145.0434,2674
4,758000,9.4,3081,4,1,632,-37.7466,145.0428,2674
3,690500,9.4,3081,3,1,605,-37.7386,145.0447,2674
2,752000,9.4,3081,2,1,627,-37.7469,145.0399,2674
2,777000,9.4,3081,2,1,649,-37.7443,145.0452,2674
2,680000,9.4,3081,2,1,591,-37.7385,145.0387,2674
3,480000,9.4,3081,3,1,338,-37.739,145.0481,2674
4,715000,9.4,3081,4,2,521,-37.738,145.0374,2674
2,520000,9.4,3081,2,1,594,-37.7471,145.0427,2674
3,646250,9.4,3081,3,1,616,-37.747,145.0389,2674
3,1375000,9.4,3081,3,1,368,-37.7344,145.044,2674
3,722000,9.4,3081,3,1,593,-37.7386,145.0387,2674
2,715000,9.4,3081,2,1,609,-37.7415,145.0391,2674
1,636000,9.4,3081,1,1,588,-37.7454,145.0397,2674
2,590000,9.4,3081,2,1,586,-37.7418,145.0464,2674
4,820000,9.4,3081,4,2,608,-37.7437,145.0402,2674
2,725000,9.4,3081,2,1,632,-37.7443,145.0462,2674
2,705000,9.4,3081,2,1,583,-37.7352,145.0449,2674
3,710000,9.4,3081,3,2,1,-37.7411,145.0394,2674
2,415000,9.4,3081,2,1,422,-37.7343,145.044,2674
3,392000,9.4,3081,3,1,372,-37.7383,145.0414,2674
3,961000,9.4,3081,3,1,1179,-37.7411,145.0468,2674
3,507000,9.4,3081,3,1,536,-37.7403,145.0365,2674
3,465000,9.4,3081,2,1,413,-37.7399,145.0369,2674
3,675000,9.4,3081,3,1,665,-37.739,145.0451,2674
2,1550000,13,3166,2,1,732,-37.8931,145.0791,3145
2,516000,13,3166,2,1,0,-37.8967,145.0858,3145
3,1340000,13,3166,3,1,705,-37.8994,145.0816,3145
3,855000,13,3166,3,1,0,-37.8909,145.0807,3145
3,1316000,13,3166,2,1,715,-37.9072,145.0762,3145
3,828000,13,3166,3,2,206,-37.8966,145.0863,3145
3,1055000,13,3166,3,1,562,-37.9022,145.0811,3145
2,623000,13,3166,2,1,101,-37.8988,145.0781,3145
4,2120000,13,3166,4,2,847,-37.8927,145.0781,3145
4,1745000,13,3166,4,2,547,-37.9002,145.0768,3145
4,1700000,13,3166,4,2,545,-37.9002,145.0773,3145
2,420000,13,3166,2,1,0,-37.9008,145.0859,3145
2,375500,13,3166,2,1,0,-37.8934,145.0853,3145
3,1350000,13,3166,3,1,698,-37.8982,145.0806,3145
4,900000,13,3166,1,1,369,-37.9054,145.0857,3145
2,1262000,13,3166,2,1,546,-37.9003,145.0777,3145
4,1337000,13,3166,4,1,696,-37.8991,145.0804,3145
2,455000,13,3166,2,1,0,-37.8942,145.0867,3145
2,400000,13,3166,2,1,100,-37.8945,145.0876,3145
2,648000,13,3166,2,1,0,-37.9014,145.0824,3145
3,1210000,13,3166,3,1,730,-37.9034,145.0796,3145
4,1167500,13,3166,3,2,678,-37.898,145.0815,3145
3,900000,13,3166,3,2,360,-37.8937,145.0779,3145
4,1322000,13,3166,3,2,738,-37.8996,145.076,3145
2,677500,13,3166,2,1,575,-37.9084,145.0775,3145
2,480000,7.9,3079,2,1,0,-37.77,145.0472,5549
2,430000,7.9,3079,2,1,0,-37.7662,145.0516,5549
1,460000,7.9,3079,1,1,75,-37.7759,145.043,5549
4,1601000,7.9,3079,4,3,610,-37.7662,145.04,5549
4,2265000,7.9,3079,4,2,925,-37.7652,145.041,5549
3,1680000,7.9,3079,3,2,665,-37.7714,145.0455,5549
2,440000,7.9,3079,2,1,0,-37.7711,145.047,5549
4,2350000,7.9,3079,4,2,638,-37.7641,145.0501,5549
3,962000,7.9,3079,3,2,108,-37.7668,145.0434,5549
3,981000,7.9,3079,5,3,626,-37.76,145.0326,5549
4,2400000,7.9,3079,0,2,1252,-37.7727,145.0484,5549
3,890000,7.9,3079,3,2,249,-37.766,145.0345,5549
2,490000,7.9,3079,2,1,0,-37.7669,145.0505,5549
2,739000,7.9,3079,2,1,648,-37.7702,145.0493,5549
3,1340000,7.9,3079,2,1,571,-37.7614,145.0433,5549
3,785000,7.9,3079,3,2,399,-37.7551,145.05,5549
3,1155000,7.9,3079,3,1,537,-37.7773,145.0379,5549
4,1300000,7.9,3079,4,1,586,-37.7726,145.0396,5549
2,1020000,7.9,3079,2,1,557,-37.7568,145.0355,5549
3,1796000,7.9,3079,3,1,614,-37.7768,145.0409,5549
2,790000,7.9,3079,2,1,221,-37.7654,145.036,5549
3,1465000,7.9,3079,3,1,630,-37.7635,145.039,5549
3,855000,7.9,3079,3,2,0,-37.765,145.0422,5549
2,705000,7.9,3079,2,1,94,-37.7679,145.0452,5549
2,504000,7.9,3079,2,1,0,-37.7712,145.0455,5549
1,413000,7.9,3079,1,1,845,-37.7591,145.0501,5549
3,1010000,7.9,3079,3,2,314,-37.7554,145.0516,5549
3,1220000,7.9,3079,3,1,687,-37.7634,145.0361,5549
3,1605000,7.9,3079,3,2,608,-37.7702,145.0398,5549
2,587000,7.9,3079,2,1,721,-37.7634,145.0406,5549
2,475000,7.9,3079,2,1,0,-37.7707,145.0471,5549
3,1075000,7.9,3079,3,1,677,-37.7616,145.0322,5549
2,465000,7.9,3079,2,1,795,-37.7744,145.0415,5549
2,610000,7.9,3079,2,1,277,-37.7577,145.0358,5549
2,690000,7.9,3079,2,1,103,-37.7671,145.0408,5549
3,1535000,7.9,3079,3,1,691,-37.7674,145.0392,5549
4,1470000,7.9,3079,4,2,694,-37.7565,145.0506,5549
3,1486000,7.9,3079,3,1,645,-37.7634,145.0439,5549
1,420000,7.9,3079,1,1,55,-37.7772,145.0414,5549
3,750000,7.9,3079,3,1,110,-37.765,145.0407,5549
2,460000,7.9,3079,2,0,0,-37.7662,145.0516,5549
4,1615000,7.9,3079,5,2,758,-37.7668,145.038,5549
5,1730000,7.9,3079,4,2,689,-37.7591,145.04,5549
2,779000,7.9,3079,3,1,152,-37.7635,145.0464,5549
3,1850000,7.9,3079,3,2,684,-37.7659,145.0392,5549
2,1910000,7.9,3079,2,1,760,-37.7784,145.0394,5549
5,2600000,7.9,3079,5,3,1006,-37.7765,145.0427,5549
2,500000,7.9,3079,2,1,71,-37.7634,145.0406,5549
3,950000,7.9,3079,3,3,290,-37.7601,145.0363,5549
2,450000,7.9,3079,2,1,0,-37.759,145.047,5549
3,1102000,7.9,3079,3,1,597,-37.7645,145.0314,5549
3,1275000,7.9,3079,3,2,834,-37.7587,145.0426,5549
3,1065000,7.9,3079,3,1,596,-37.7581,145.0371,5549
2,785000,7.9,3079,2,2,124,-37.7618,145.0287,5549
3,1223500,7.9,3079,3,2,721,-37.758,145.0408,5549
2,845000,7.9,3079,2,2,147,-37.7679,145.0467,5549
4,1720000,7.9,3079,4,2,631,-37.7771,145.0448,5549
3,1225000,7.9,3079,3,1,572,-37.7709,145.0425,5549
2,630000,7.9,3079,2,1,199,-37.7666,145.0356,5549
4,1460000,7.9,3079,4,1,605,-37.7707,145.0467,5549
1,421000,7.9,3079,1,1,0,-37.7753,145.0419,5549
4,2090000,7.9,3079,4,3,608,-37.7705,145.0396,5549
4,1758000,7.9,3079,4,2,650,-37.7607,145.0456,5549
3,700000,7.9,3079,3,2,189,-37.7661,145.0354,5549
5,1420000,7.9,3079,5,3,455,-37.7653,145.0392,5549
3,550000,7.9,3079,3,1,139,-37.757,145.0382,5549
4,2595000,7.9,3079,4,3,719,-37.7815,145.0403,5549
2,710000,7.9,3079,2,1,134,-37.7582,145.034,5549
3,650000,7.9,3079,3,2,0,-37.7694,145.0406,5549
1,385000,7.9,3079,1,1,0,-37.7638,145.0458,5549
4,740000,15,3021,4,2,558,-37.7311,144.8257,1202
4,500000,15,3021,4,2,579,-37.7359,144.8251,1202
3,365000,15,3021,3,1,543,-37.7367,144.824,1202
4,570000,15,3021,4,2,558,-37.7369,144.8252,1202
3,515000,15,3021,3,1,597,-37.7392,144.8241,1202
4,1095000,15,3021,4,3,654,-37.7392,144.8299,1202
3,582000,15,3021,3,2,530,-37.7375,144.8282,1202
3,545000,15,3021,3,2,570,-37.7367,144.8246,1202
3,461000,15,3021,3,1,534,-37.7294,144.8216,1202
4,751000,15,3021,4,2,649,-37.7382,144.8292,1202
4,500000,15,3021,4,1,574,-37.7336,144.8226,1202
4,560000,15,3021,4,2,612,-37.7378,144.8264,1202
3,320000,15,3021,3,2,119,-37.7328,144.8194,1202
3,450000,15,3021,3,1,548,-37.7334,144.8254,1202
3,703000,12.8,3033,3,2,683,-37.7402,144.8591,5629
3,650000,12.8,3033,3,1,538,-37.7441,144.8503,5629
3,770000,12.8,3033,3,2,331,-37.7325,144.8621,5629
3,480000,12.8,3033,3,2,184,-37.7424,144.8639,5629
3,590000,12.8,3033,3,1,610,-37.7455,144.8484,5629
4,900000,12.8,3033,4,2,289,-37.7506,144.8689,5629
3,935000,12.8,3033,3,1,662,-37.738,144.869,5629
3,700000,12.8,3033,3,2,288,-37.7514,144.8731,5629
3,675000,12.8,3033,3,2,549,-37.7496,144.8589,5629
4,816000,12.8,3033,4,2,540,-37.7482,144.877,5629
4,845000,12.8,3033,3,1,622,-37.7425,144.8683,5629
3,725000,12.8,3033,3,1,657,-37.7411,144.8638,5629
3,772000,12.8,3033,3,2,672,-37.7465,144.876,5629
3,650000,12.8,3033,3,2,3977,-37.747,144.8663,5629
3,757000,12.8,3033,3,2,532,-37.7295,144.8644,5629
3,690000,12.8,3033,3,2,568,-37.7469,144.8526,5629
3,785000,12.8,3033,3,2,610,-37.7504,144.8645,5629
3,583000,12.8,3033,3,1,412,-37.7459,144.8643,5629
4,920000,12.8,3033,3,2,603,-37.7323,144.8683,5629
3,880000,12.8,3033,3,1,584,-37.7435,144.8798,5629
3,580000,12.8,3033,3,2,112,-37.7434,144.881,5629
4,886000,12.8,3033,4,3,322,-37.7293,144.8659,5629
4,970000,12.8,3033,4,2,659,-37.7467,144.8683,5629
4,920000,12.8,3033,4,2,745,-37.7479,144.8805,5629
3,625000,12.8,3033,3,1,539,-37.7452,144.8511,5629
3,825000,12.8,3033,3,3,318,-37.7338,144.8662,5629
3,695000,12.8,3033,3,1,564,-37.7445,144.8511,5629
3,915000,12.8,3033,3,1,610,-37.7359,144.868,5629
3,976000,12.8,3033,3,3,605,-37.7459,144.8788,5629
2,520000,12.8,3033,2,2,54,-37.7384,144.8768,5629
4,1420000,12.8,3033,4,2,613,-37.7453,144.8721,5629
3,900000,12.8,3033,3,1,713,-37.7301,144.8671,5629
2,470000,12.8,3033,2,1,218,-37.7337,144.8617,5629
5,1100000,12.8,3033,4,2,781,-37.7497,144.8746,5629
3,470000,12.8,3033,3,1,254,-37.748,144.863,5629
2,380000,12.8,3033,2,1,116,-37.748,144.8696,5629
3,560000,12.8,3033,3,1,352,-37.7459,144.8673,5629
4,1010000,12.8,3033,4,2,776,-37.7502,144.8745,5629
3,740000,12.8,3033,3,1,684,-37.7426,144.8599,5629
3,630000,12.8,3033,2,2,221,-37.7504,144.8594,5629
4,835000,12.8,3033,4,2,708,-37.7452,144.8652,5629
3,705000,12.8,3033,3,2,440,-37.7517,144.8776,5629
3,680000,12.8,3033,3,2,224,-37.749,144.8599,5629
4,871000,12.8,3033,4,2,570,-37.7361,144.8691,5629
5,808000,12.8,3033,5,2,561,-37.748,144.8552,5629
3,891000,12.8,3033,3,3,292,-37.7505,144.8657,5629
3,785000,12.8,3033,3,1,606,-37.7311,144.8663,5629
3,695000,12.8,3033,3,2,716,-37.734,144.8593,5629
4,807000,12.8,3033,4,2,319,-37.7393,144.8648,5629
2,502000,12.8,3033,5,1,0,-37.7346,144.8646,5629
4,770000,12.8,3033,4,2,546,-37.7428,144.8536,5629
5,700000,12.8,3033,4,2,629,-37.7423,144.869,5629
3,570000,12.8,3033,3,1,542,-37.7408,144.8553,5629
4,830000,12.8,3033,4,2,686,-37.7394,144.8628,5629
3,600000,12.8,3033,3,1,565,-37.7498,144.8585,5629
3,825000,12.8,3033,3,2,630,-37.7378,144.8705,5629
4,680000,12.8,3033,4,2,545,-37.742,144.8523,5629
3,720000,12.8,3033,3,1,639,-37.7334,144.8638,5629
4,735000,12.8,3033,4,2,547,-37.7381,144.8554,5629
3,875000,12.8,3033,3,2,928,-37.7362,144.8643,5629
3,601200,12.8,3033,4,1,554,-37.7303,144.8636,5629
3,695000,12.8,3033,3,1,0,-37.7483,144.85,5629
3,680000,12.8,3033,3,1,558,-37.7305,144.8646,5629
3,660000,12.8,3033,3,2,265,-37.7444,144.8763,5629
3,650000,12.8,3033,3,2,176,-37.7432,144.8816,5629
3,900000,12.8,3033,3,1,600,-37.7312,144.8685,5629
3,823000,12.8,3033,3,1,538,-37.7486,144.8778,5629
4,847000,12.8,3033,4,3,579,-37.7368,144.8689,5629
3,705000,12.8,3033,3,1,616,-37.7449,144.8533,5629
3,710000,12.8,3033,3,2,320,-37.7415,144.8668,5629
4,732000,12.8,3033,4,2,544,-37.7479,144.8763,5629
3,715000,12.8,3033,3,2,598,-37.7487,144.8526,5629
3,785000,4.2,3031,2,1,258,-37.7906,144.924,5263
3,852000,4.2,3031,3,1,166,-37.7929,144.9197,5263
3,1037000,4.2,3031,3,1,188,-37.7953,144.9275,5263
2,775000,4.2,3031,2,1,150,-37.7963,144.935,5263
3,1470000,4.2,3031,3,1,199,-37.7957,144.932,5263
2,630000,4.2,3031,2,2,0,-37.7886,144.9328,5263
3,845000,4.2,3031,3,2,132,-37.7907,144.9247,5263
2,492500,4.2,3031,2,1,0,-37.7974,144.9261,5263
2,420000,4.2,3031,2,1,0,-37.794,144.923,5263
2,650000,4.2,3031,2,1,79,-37.7914,144.9344,5263
3,1050000,4.2,3031,3,1,274,-37.7984,144.929,5263
3,1291000,4.2,3031,3,1,416,-37.7946,144.924,5263
2,420000,4.2,3031,2,1,0,-37.7899,144.9231,5263
3,961000,4.2,3031,3,1,235,-37.7925,144.9323,5263
3,1271000,4.2,3031,3,1,284,-37.7938,144.9228,5263
3,1010000,4.2,3031,3,1,234,-37.7923,144.9332,5263
2,750000,4.2,3031,2,1,325,-37.7976,144.9213,5263
4,1675000,4.2,3031,4,2,279,-37.797,144.9303,5263
2,905000,4.2,3031,2,2,138,-37.799,144.9276,5263
2,960000,4.2,3031,2,1,174,-37.7959,144.9343,5263
2,1031000,4.2,3031,2,1,163,-37.7929,144.9287,5263
3,918000,4.2,3031,3,2,788,-37.7938,144.9186,5263
3,870000,4.2,3031,3,1,211,-37.7891,144.926,5263
3,1165000,4.2,3031,3,1,239,-37.7923,144.9324,5263
5,1710000,4.2,3031,5,2,566,-37.7893,144.933,5263
1,360000,4.2,3031,1,1,4267,-37.7966,144.9254,5263
3,1455000,4.2,3031,3,1,275,-37.7954,144.9274,5263
1,365000,4.2,3031,1,1,0,-37.7961,144.9261,5263
3,551000,4.2,3031,3,1,4440,-37.7898,144.9233,5263
2,442000,4.2,3031,2,2,3448,-37.7976,144.9285,5263
2,765000,4.2,3031,2,1,158,-37.7902,144.9319,5263
2,515000,4.2,3031,2,1,3957,-37.7974,144.9261,5263
3,570000,4.2,3031,3,1,0,-37.7897,144.9239,5263
1,370000,4.2,3031,1,1,0,-37.7961,144.9261,5263
2,1005000,4.2,3031,2,1,274,-37.7931,144.9247,5263
2,1234500,4.2,3031,2,2,169,-37.7922,144.9316,5263
2,666000,4.2,3031,2,1,1111,-37.7896,144.9321,5263
2,825000,4.2,3031,2,1,211,-37.7925,144.9264,5263
2,770000,4.2,3031,2,2,0,-37.7937,144.9169,5263
3,1135000,4.2,3031,3,1,0,-37.7957,144.932,5263
4,975000,4.2,3031,4,3,0,-37.7941,144.919,5263
2,812000,4.2,3031,2,1,132,-37.7989,144.9275,5263
5,1900000,4.2,3031,5,2,566,-37.7893,144.933,5263
1,445000,4.2,3031,1,1,0,-37.7913,144.9323,5263
2,732000,4.2,3031,3,2,94,-37.7934,144.9166,5263
3,1260000,4.2,3031,3,2,250,-37.792,144.9324,5263
3,1000000,4.2,3031,3,2,211,-37.7926,144.9197,5263
2,1155000,4.2,3031,2,1,197,-37.7918,144.9264,5263
2,700000,4.2,3031,2,1,62,-37.7917,144.9231,5263
3,813500,4.2,3031,3,1,165,-37.7907,144.9303,5263
2,526000,4.2,3031,2,0,0,-37.7919,144.9253,5263
3,790000,4.2,3031,3,2,1181,-37.7982,144.9202,5263
4,1365000,4.2,3031,4,2,242,-37.7913,144.9275,5263
2,700000,4.2,3031,2,2,324,-37.7903,144.9345,5263
1,370000,4.2,3031,1,1,0,-37.7896,144.9321,5263
3,1230000,4.2,3031,3,1,312,-37.793,144.934,5263
2,460000,4.2,3031,2,1,0,-37.7948,144.9314,5263
2,395000,4.2,3031,2,1,0,-37.7899,144.9231,5263
5,1001000,4.2,3031,3,1,301,-37.7896,144.9307,5263
2,850000,4.2,3031,2,1,169,-37.7925,144.9315,5263
3,1335000,4.2,3031,3,1,459,-37.7917,144.9251,5263
2,868000,4.2,3031,2,1,97,-37.7921,144.9234,5263
2,960000,4.2,3031,2,1,179,-37.7963,144.9327,5263
2,773000,4.2,3031,2,1,0,-37.7937,144.9295,5263
2,631090,4.2,3031,2,2,2136,-37.7956,144.935,5263
2,410000,4.2,3031,2,1,0,-37.7897,144.9228,5263
2,425000,4.2,3031,2,1,0,-37.7966,144.9254,5263
2,1211000,4.2,3031,2,1,183,-37.7959,144.9342,5263
2,506000,4.2,3031,2,1,0,-37.7952,144.9262,5263
2,806000,4.2,3031,2,1,173,-37.7959,144.9341,5263
3,829000,4.2,3031,2,2,84,-37.7935,144.9187,5263
2,786000,4.2,3031,2,1,149,-37.7908,144.9309,5263
2,458000,4.2,3031,1,1,0,-37.7966,144.9254,5263
3,1635000,5.6,3101,3,1,396,-37.8102,145.0451,10331
2,4800000,5.6,3101,2,2,697,-37.812,145.0547,10331
2,562500,5.6,3101,2,2,0,-37.8099,145.0606,10331
2,520000,5.6,3101,2,1,0,-37.804,145.0347,10331
5,4350000,5.6,3101,5,3,853,-37.8151,145.0555,10331
3,1528500,5.6,3101,3,1,375,-37.8015,145.0505,10331
2,630000,5.6,3101,2,1,91,-37.8003,145.0375,10331
4,1690000,5.6,3101,4,3,358,-37.8034,145.0283,10331
2,610000,5.6,3101,2,1,745,-37.8024,145.0346,10331
3,1490000,5.6,3101,3,2,597,-37.8093,145.0299,10331
2,588000,5.6,3101,2,1,0,-37.8034,145.0369,10331
3,882000,5.6,3101,3,2,0,-37.8064,145.0182,10331
2,831000,5.6,3101,2,1,0,-37.8117,145.0222,10331
4,2130000,5.6,3101,4,2,649,-37.802,145.036,10331
2,650000,5.6,3101,2,1,0,-37.8083,145.0382,10331
2,599000,5.6,3101,2,1,0,-37.8046,145.0375,10331
2,820000,5.6,3101,2,1,0,-37.8066,145.0211,10331
4,2200000,5.6,3101,4,1,735,-37.8028,145.0534,10331
4,3550000,5.6,3101,4,3,992,-37.8046,145.0603,10331
2,1326000,5.6,3101,2,1,405,-37.8012,145.0361,10331
2,610000,5.6,3101,2,1,0,-37.8092,145.0366,10331
4,1950000,5.6,3101,3,2,400,-37.8147,145.0438,10331
3,1875000,5.6,3101,3,2,426,-37.8012,145.0514,10331
5,2850000,5.6,3101,5,2,815,-37.8118,145.035,10331
4,2550000,5.6,3101,4,2,603,-37.8095,145.0391,10331
3,1878000,5.6,3101,3,2,392,-37.8081,145.0263,10331
4,1910000,5.6,3101,4,3,277,-37.8007,145.0374,10331
3,1410000,5.6,3101,3,1,304,-37.8023,145.0404,10331
2,515000,5.6,3101,2,1,743,-37.8017,145.0445,10331
3,2310000,5.6,3101,3,1,782,-37.8107,145.0219,10331
2,890000,5.6,3101,2,1,0,-37.8128,145.0588,10331
3,1668000,5.6,3101,3,2,289,-37.8048,145.0303,10331
4,2315000,5.6,3101,4,2,364,-37.8125,145.043,10331
3,800000,5.6,3101,3,2,848,-37.796,145.0324,10331
2,1950000,5.6,3101,2,1,596,-37.8146,145.0419,10331
5,4850000,5.6,3101,5,4,957,-37.8112,145.057,10331
3,2770000,5.6,3101,3,3,1197,-37.8168,145.056,10331
6,6500000,5.6,3101,6,6,1334,-37.8029,145.0267,10331
2,580000,5.6,3101,2,1,0,-37.8071,145.0243,10331
2,525000,5.6,3101,2,1,0,-37.8054,145.0373,10331
3,1905000,5.6,3101,4,2,591,-37.812,145.0268,10331
2,478000,5.6,3101,1,1,0,-37.7997,145.0304,10331
2,672000,5.6,3101,2,1,0,-37.8108,145.0545,10331
4,2286000,5.6,3101,4,3,712,-37.8034,145.0527,10331
3,1575000,5.6,3101,3,2,397,-37.8013,145.0335,10331
2,590000,5.6,3101,2,1,0,-37.805,145.0294,10331
2,765000,5.6,3101,2,1,0,-37.8066,145.0211,10331
2,1507000,5.6,3101,2,1,667,-37.8007,145.0327,10331
3,972500,5.6,3101,3,2,0,-37.7925,145.0389,10331
2,672000,5.6,3101,2,1,0,-37.8094,145.0446,10331
4,2350000,5.6,3101,4,2,861,-37.8047,145.0534,10331
4,1312000,5.6,3101,4,2,687,-37.8096,145.0529,10331
2,890000,5.6,3101,2,2,89,-37.8148,145.0571,10331
4,2117000,5.6,3101,4,1,520,-37.8082,145.0323,10331
2,1331000,5.6,3101,2,1,424,-37.7995,145.0418,10331
4,1800000,5.6,3101,5,2,586,-37.7933,145.0343,10331
4,2513000,5.6,3101,3,1,832,-37.8036,145.0545,10331
3,1476000,5.6,3101,3,2,288,-37.7997,145.046,10331
4,2590000,5.6,3101,4,2,660,-37.8124,145.0361,10331
4,2625000,5.6,3101,4,2,717,-37.8083,145.0418,10331
4,2265000,5.6,3101,4,1,650,-37.8098,145.022,10331
5,1975000,5.6,3101,3,2,531,-37.813,145.0411,10331
